doublet,singlet,Prediction,dif
0.93728495,-1.413977,doublet,2.351262
0.5035405,-0.6462989,doublet,1.1498394
1.3044807,-1.1659853,doublet,2.4704661
0.4978311,-0.66489136,doublet,1.1627225
0.74620974,-0.68280697,doublet,1.4290167
1.2438436,-1.7846956,doublet,3.0285392
1.4516541,-1.7673415,doublet,3.2189956
0.4938587,-0.82195616,doublet,1.3158149
0.6906476,-0.9756563,doublet,1.6663039
0.51748836,-0.8564031,doublet,1.3738915
0.2927755,-0.9139774,doublet,1.2067529
0.28919518,-0.77440643,doublet,1.0636016
0.29393637,-0.7391987,doublet,1.033135
0.9539337,-1.0549144,doublet,2.0088482
0.715353,-0.68116224,doublet,1.3965153
0.71258974,-0.7386923,doublet,1.451282
1.1276779,-1.117782,doublet,2.24546
0.71085775,-0.9487195,doublet,1.6595773
0.6108322,-0.78363824,doublet,1.3944705
1.0540287,-1.4905416,doublet,2.5445704
0.52700496,-0.76002324,doublet,1.2870282
0.534727,-0.6757592,doublet,1.2104862
0.98383164,-1.4512424,doublet,2.435074
1.4377005,-1.9251797,doublet,3.3628802
1.1246128,-1.1355033,doublet,2.260116
0.849947,-0.48370838,doublet,1.3336554
0.71947193,-1.2149012,doublet,1.9343731
0.28728688,-0.7381388,doublet,1.0254257
0.86624765,-0.7554028,doublet,1.6216505
0.5305941,-0.69981694,doublet,1.230411
1.6912057,-1.8116956,doublet,3.5029013
1.0120919,-1.0578077,doublet,2.0698996
0.538471,-0.85886264,doublet,1.3973336
0.698923,-0.6834502,doublet,1.3823732
0.5545399,-0.71048176,doublet,1.2650217
0.7563789,-0.680377,doublet,1.4367559
1.3460772,-1.4124331,doublet,2.7585104
0.75577235,-0.991112,doublet,1.7468843
1.5928166,-1.6577866,doublet,3.2506032
1.8884096,-1.9972556,doublet,3.8856652
0.6934763,-0.8757527,doublet,1.569229
0.77585685,-0.4504683,doublet,1.2263252
0.7109482,-0.9121094,doublet,1.6230576
1.23091,-1.2994788,doublet,2.5303888
1.1981235,-1.2347491,doublet,2.4328725
1.0514565,-1.2384541,doublet,2.2899106
0.6610949,-1.3674737,doublet,2.0285687
0.40789008,-1.101897,doublet,1.5097871
0.9437747,-1.6567187,doublet,2.6004934
0.5171076,-1.0520734,doublet,1.569181
1.0655903,-1.0559734,doublet,2.1215637
1.0319753,-1.5118669,doublet,2.5438423
0.5313294,-0.56443214,doublet,1.0957615
0.47944474,-1.0663679,doublet,1.5458126
0.8287505,-0.9299414,doublet,1.7586919
0.82118905,-0.78267455,doublet,1.6038636
0.61563444,-0.8627484,doublet,1.4783828
0.9013107,-0.7785357,doublet,1.6798464
0.4105656,-1.0113916,doublet,1.4219573
0.55578053,-0.86175025,doublet,1.4175308
1.3516046,-1.3436545,doublet,2.695259
0.46442866,-0.9219508,doublet,1.3863795
0.8187562,-1.190217,doublet,2.0089731
0.10930276,-1.6120262,doublet,1.721329
0.18331456,-0.984516,doublet,1.1678306
0.45332026,-1.1838844,doublet,1.6372046
1.1488185,-0.95259464,doublet,2.1014132
0.645663,-1.1747302,doublet,1.8203932
0.56070447,-0.5320611,doublet,1.0927656
0.8236768,-1.8460457,doublet,2.6697226
1.442383,-1.3891292,doublet,2.8315122
1.1078471,-0.7918079,doublet,1.899655
1.334362,-1.6010509,doublet,2.935413
0.6194687,-0.9659672,doublet,1.5854359
0.62509537,-1.3874148,doublet,2.0125103
1.8346707,-2.1726553,doublet,4.007326
0.64113474,-0.43576443,doublet,1.0768992
0.8456236,-0.76939917,doublet,1.6150228
1.2067854,-1.0322096,doublet,2.238995
1.1662037,-1.4607022,doublet,2.626906
0.39410138,-0.6151812,doublet,1.0092826
0.30383778,-0.7124412,doublet,1.016279
0.6263783,-0.5768206,doublet,1.2031989
1.141026,-1.2643783,doublet,2.4054043
0.65910447,-0.8227787,doublet,1.4818832
1.2357236,-1.9765368,doublet,3.2122602
1.5303464,-1.9039259,doublet,3.4342723
1.5991743,-1.7890885,doublet,3.3882627
1.487334,-2.1759949,doublet,3.663329
0.6878607,-0.5827198,doublet,1.2705805
0.68119025,-1.0678089,doublet,1.7489991
1.2160361,-1.9167709,doublet,3.132807
0.17635679,-1.2495668,doublet,1.4259236
2.031846,-2.2065752,doublet,4.2384214
0.6030532,-1.1205732,doublet,1.7236264
0.5848869,-1.049329,doublet,1.634216
0.87539756,-1.1925058,doublet,2.0679035
1.9052975,-2.1814125,doublet,4.08671
0.9634423,-1.3536092,doublet,2.3170514
0.88159895,-1.5280013,doublet,2.4096003
0.9870236,-1.17311,doublet,2.1601336
0.8652905,-0.8577297,doublet,1.7230202
0.27998316,-0.9983152,doublet,1.2782984
1.303523,-1.6799614,doublet,2.9834843
1.4510344,-1.731188,doublet,3.1822224
0.6260103,-0.79139185,doublet,1.4174021
0.52502203,-0.52972305,doublet,1.0547451
1.0018356,-0.9767009,doublet,1.9785365
0.6663244,-0.4900838,doublet,1.1564082
0.76815796,-0.51081073,doublet,1.2789687
0.90105915,-1.1501076,doublet,2.0511668
1.7457886,-2.3315842,doublet,4.0773726
0.573519,-0.6607609,doublet,1.2342799
0.26637626,-0.8178276,doublet,1.0842038
0.4183035,-0.71637666,doublet,1.1346802
0.95463157,-1.0414184,doublet,1.99605
1.1900101,-1.4689889,doublet,2.658999
0.36624813,-0.69200563,doublet,1.0582538
0.8022077,-0.89999044,doublet,1.7021981
0.58910465,-0.71582055,doublet,1.3049252
0.49101448,-1.0942453,doublet,1.5852598
1.2134987,-1.3943624,doublet,2.607861
0.5498874,-0.6880379,doublet,1.2379253
0.80954385,-1.1951593,doublet,2.004703
0.76327837,-1.021715,doublet,1.7849934
0.87298775,-1.3114846,doublet,2.1844723
0.8336408,-1.0065901,doublet,1.840231
0.5435983,-1.4474173,doublet,1.9910156
0.94164836,-0.74879766,doublet,1.690446
0.3948264,-0.61469686,doublet,1.0095233
1.5975205,-1.8435801,doublet,3.4411006
1.5555519,-1.850274,doublet,3.4058259
0.9440414,-0.6832217,doublet,1.6272631
0.41323054,-0.7838688,doublet,1.1970993
1.2611681,-2.2274435,doublet,3.4886117
0.70773244,-0.5699198,doublet,1.2776523
1.6815093,-1.896236,doublet,3.5777452
1.177249,-1.4953835,doublet,2.6726325
1.120583,-1.7096903,doublet,2.8302734
0.81895304,-0.6629795,doublet,1.4819325
1.8591242,-1.8671526,doublet,3.7262769
1.4017807,-1.8956358,doublet,3.2974167
1.543309,-1.6745476,doublet,3.2178564
0.5175636,-1.050786,doublet,1.5683496
1.9949483,-2.2212334,doublet,4.2161818
0.507377,-0.72741294,doublet,1.23479
2.0622036,-2.3922954,doublet,4.4544992
0.8146074,-1.4685721,doublet,2.2831795
0.6196878,-1.3885702,doublet,2.0082579
0.56190836,-0.6473317,doublet,1.2092401
0.35236788,-0.99103534,doublet,1.3434032
1.277826,-1.6962409,doublet,2.9740667
0.5816151,-1.2079743,doublet,1.7895894
1.6777552,-2.1968157,doublet,3.8745708
1.0094265,-1.6511986,doublet,2.660625
0.51946986,-0.53810656,doublet,1.0575764
1.1901746,-1.3456315,doublet,2.5358062
0.49264288,-0.5566261,doublet,1.049269
0.6685263,-0.6199244,doublet,1.2884507
0.6960486,-0.8432987,doublet,1.5393473
0.597638,-0.9716997,doublet,1.5693377
0.44260335,-1.0799954,doublet,1.5225987
1.0926354,-1.6925164,doublet,2.785152
1.1580312,-1.7052312,doublet,2.8632624
0.35608006,-1.0181676,doublet,1.3742477
1.5510783,-2.0630615,doublet,3.6141398
0.49963403,-0.6841197,doublet,1.1837537
0.8718022,-1.3152437,doublet,2.187046
0.54959416,-0.8528608,doublet,1.402455
0.50872517,-0.504627,doublet,1.0133522
0.45225883,-0.8382281,doublet,1.2904869
0.646286,-1.027427,doublet,1.673713
1.6721488,-1.9824054,doublet,3.6545544
-0.09253454,-1.1045983,doublet,1.0120637
0.63182735,-0.8335786,doublet,1.465406
0.4733671,-1.2420176,doublet,1.7153847
0.9495989,-1.3413653,doublet,2.2909641
0.66509867,-0.57614267,doublet,1.2412413
1.2925755,-1.3600543,doublet,2.6526299
0.16114664,-0.9471624,doublet,1.108309
0.49046135,-0.82857,doublet,1.3190314
0.480757,-0.9330983,doublet,1.4138553
0.95507455,-1.2770965,doublet,2.232171
0.15805161,-0.84498847,doublet,1.0030401
0.889004,-0.9807203,doublet,1.8697243
1.0760432,-1.2546029,doublet,2.330646
0.9151614,-1.3457649,doublet,2.2609262
0.9589145,-0.6820016,doublet,1.6409161
0.9416797,-1.3727429,doublet,2.3144226
0.4875282,-1.0810096,doublet,1.5685378
0.32622623,-0.9363148,doublet,1.262541
1.4349363,-1.6004008,doublet,3.035337
0.7800219,-1.5654836,doublet,2.3455055
1.2934203,-1.5116432,doublet,2.8050635
1.1309743,-1.6912725,doublet,2.8222468
1.0833709,-1.6050067,doublet,2.6883776
0.5127754,-0.81822824,doublet,1.3310037
0.13047695,-1.0587839,doublet,1.1892608
0.97508895,-1.5220952,doublet,2.4971843
1.1617668,-1.3728199,doublet,2.5345867
1.097479,-1.5683775,doublet,2.6658564
0.8478626,-1.4917058,doublet,2.3395684
0.63914907,-0.36415708,doublet,1.0033062
0.8826511,-1.3363748,doublet,2.2190259
0.6144904,-1.1634246,doublet,1.777915
0.99286914,-1.595194,doublet,2.5880632
0.70252943,-0.50505733,doublet,1.2075868
0.96119237,-1.0316857,doublet,1.9928781
0.7980788,-1.0652008,doublet,1.8632796
0.8942728,-1.2110599,doublet,2.1053329
0.92868054,-1.0654688,doublet,1.9941493
1.4535694,-1.6524396,doublet,3.106009
1.6199317,-1.9387196,doublet,3.5586514
0.7332201,-1.1002091,doublet,1.8334292
0.68601465,-0.378551,doublet,1.0645657
0.39586318,-0.9027525,doublet,1.2986157
0.75765634,-1.1533239,doublet,1.9109802
0.21012962,-0.79226255,doublet,1.0023922
0.66645956,-1.1905317,doublet,1.8569913
0.5508232,-1.0029453,doublet,1.5537685
0.5360539,-0.8165128,doublet,1.3525667
0.43476963,-0.713606,doublet,1.1483756
0.754496,-1.0833977,doublet,1.8378937
0.5135132,-0.8268819,doublet,1.3403951
0.67738557,-0.75964236,doublet,1.4370279
0.7203027,-1.2968159,doublet,2.0171185
0.5600568,-0.9182974,doublet,1.4783542
0.605899,-0.7817782,doublet,1.3876772
0.6174629,-0.7049583,doublet,1.3224212
1.2616314,-1.6545289,doublet,2.91616
1.2062752,-1.9779315,doublet,3.1842067
0.1934148,-1.0862769,doublet,1.2796917
0.6502056,-0.8907634,doublet,1.540969
0.8635601,-1.0115814,doublet,1.8751415
0.5862217,-0.61060953,doublet,1.1968312
1.217314,-1.6017697,doublet,2.8190837
0.5352876,-0.65067554,doublet,1.1859632
1.3840927,-1.8944244,doublet,3.2785172
0.48310614,-0.801059,doublet,1.2841651
0.48477638,-1.3485266,doublet,1.833303
0.49548984,-0.767668,doublet,1.2631578
0.3678292,-0.676558,doublet,1.0443872
1.0449271,-1.3077686,doublet,2.3526957
0.69730663,-0.52165616,doublet,1.2189628
0.7960291,-1.0985299,doublet,1.894559
1.0794667,-1.4765844,doublet,2.5560513
0.38930273,-1.4063522,doublet,1.7956549
1.052402,-1.4395754,doublet,2.4919775
1.5480387,-1.7853354,doublet,3.333374
0.64657927,-0.8546587,doublet,1.501238
1.1765678,-1.4512461,doublet,2.6278138
1.0538156,-1.7622917,doublet,2.8161073
0.8829125,-1.1364281,doublet,2.0193405
0.8844118,-1.139055,doublet,2.0234668
0.9903412,-1.6174178,doublet,2.607759
0.9675245,-0.9923892,doublet,1.9599137
0.8937957,-1.4144894,doublet,2.3082852
0.41110408,-0.89626503,doublet,1.3073691
0.36364865,-0.79949474,doublet,1.1631434
0.73373795,-0.8944689,doublet,1.6282068
0.2655424,-0.8744495,doublet,1.1399919
0.94953346,-0.962492,doublet,1.9120255
0.58204424,-0.7012385,doublet,1.2832828
0.3848436,-1.2165519,doublet,1.6013955
0.4234469,-0.62362635,doublet,1.0470732
1.4836166,-1.6625079,doublet,3.1461244
1.4232075,-1.3445816,doublet,2.7677891
1.1344094,-1.2256757,doublet,2.360085
0.7446277,-1.1611235,doublet,1.9057512
0.7677398,-1.3622078,doublet,2.1299477
0.5765288,-0.69117594,doublet,1.2677047
1.1293973,-1.3799326,doublet,2.5093298
0.84745455,-0.9249488,doublet,1.7724034
0.6002655,-0.89219,doublet,1.4924555
0.38234937,-0.8990357,doublet,1.2813851
0.9278064,-1.171023,doublet,2.0988293
0.29330587,-0.7942611,doublet,1.087567
0.27392888,-0.78177583,doublet,1.0557047
0.24760592,-0.84803104,doublet,1.095637
0.73125505,-1.3830638,doublet,2.1143188
0.2166574,-0.9765773,doublet,1.1932347
0.50596845,-0.5023625,doublet,1.008331
0.79151654,-1.3340493,doublet,2.125566
1.307262,-1.5276301,doublet,2.834892
0.33393073,-0.8435396,doublet,1.1774703
0.664588,-1.2491256,doublet,1.9137136
0.15404332,-1.00904,doublet,1.1630833
0.71922517,-1.1281576,doublet,1.8473828
0.27820718,-1.0716686,doublet,1.3498758
0.7073083,-0.980837,doublet,1.6881453
0.9982667,-1.5247674,doublet,2.523034
1.2699323,-1.6584675,doublet,2.9283998
0.9570638,-1.182462,doublet,2.139526
0.3292036,-0.7680365,doublet,1.0972401
0.5156177,-0.87804294,doublet,1.3936607
0.42400885,-0.87739944,doublet,1.3014083
1.6308876,-1.659762,doublet,3.2906497
1.0700469,-1.4620187,doublet,2.5320656
0.5047121,-0.6324011,doublet,1.1371132
0.5444957,-1.0223725,doublet,1.5668682
0.917892,-1.1830935,doublet,2.1009855
0.30364466,-0.8689531,doublet,1.1725978
0.9321352,-1.2785751,doublet,2.2107103
0.7795055,-1.3146583,doublet,2.094164
0.501675,-0.9299946,doublet,1.4316696
0.6702094,-0.7017698,doublet,1.3719792
0.6335914,-0.9208083,doublet,1.5543997
0.7218826,-0.8902588,doublet,1.6121414
0.4018979,-0.6098138,doublet,1.0117117
0.50411105,-0.57152843,doublet,1.0756395
0.38215947,-0.66949844,doublet,1.0516579
0.42370057,-0.6936244,doublet,1.117325
0.5347022,-0.51762676,doublet,1.052329
0.47144997,-0.5966735,doublet,1.0681235
0.7731888,-0.9404166,doublet,1.7136054
0.699595,-0.8148205,doublet,1.5144155
0.94429564,-1.2754105,doublet,2.219706
0.820364,-0.9898083,doublet,1.8101723
0.33123803,-0.79941535,doublet,1.1306534
0.7477305,-1.1607127,doublet,1.9084432
0.35402966,-0.7774677,doublet,1.1314974
0.33612847,-0.8270645,doublet,1.163193
0.9890113,-1.0840653,doublet,2.0730767
0.4452312,-0.95538735,doublet,1.4006186
0.6768898,-0.76105714,doublet,1.4379469
0.87693334,-0.87531686,doublet,1.7522502
0.46613812,-0.76773703,doublet,1.2338752
0.42528486,-0.7466415,doublet,1.1719264
